endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/mts/mts_table_9,prior_fytd_rcpt_outly_amt,CURRENCY,Prior FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the prior fiscal year to date.,FALSE
v1/accounting/mts/mts_table_9,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_9,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_9,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_9,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_9,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_9,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. F = Function, RSG = Receipt Source Group, SL = Special Line.",TRUE
v1/accounting/mts/mts_table_9,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_9,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_9,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_9,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_9,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_9,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_9,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_9,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/gold_reserve,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/gold_reserve,facility_desc,STRING,Facility Description,Type of facility housing gold reserve.,TRUE
v2/accounting/od/gold_reserve,form_desc,STRING,Form Description,Form in which the gold reserve is held.,TRUE
v2/accounting/od/gold_reserve,location_desc,STRING,Location Description,Location of the gold reserve.,TRUE
v2/accounting/od/gold_reserve,fine_troy_ounce_qty,NUMBER,Fine Troy Ounces,Precious Metals measurement.,TRUE
v2/accounting/od/gold_reserve,book_value_amt,CURRENCY,Book Value,Value assigned to a Fine Troy Ounce by the U.S. Treasury.,TRUE
v2/accounting/od/gold_reserve,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where a data point can be found.  This can assist in structuring the data in a similar format to the published report and in understanding potential hierarchies within the table.,TRUE
v2/accounting/od/gold_reserve,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/gold_reserve,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/gold_reserve,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/gold_reserve,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/gold_reserve,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/gold_reserve,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/schedules_fed_debt,debt_holder_type,STRING,Debt Holder Type,Indicates whether the debt is held by the public or part of intragovernmental holdings. ,TRUE
v1/accounting/od/schedules_fed_debt,security_class1_desc,STRING,Security Class 1 Description,Tier one of a two-tier hierarchy for categorizing federal debt.,FALSE
v1/accounting/od/schedules_fed_debt,security_class2_desc,STRING,Security Class 2 Description,Tier two of a two-tier hierarchy for categorizing federal debt.,TRUE
v1/accounting/od/schedules_fed_debt,principal_mil_amt,CURRENCY,Principal Amount in Millions,Principal amount is the face value of federal debt. It is the amount borrowed or the amount still owed without interest. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt,accrued_int_payable_mil_amt,CURRENCY,Accrued Interest Payable Amount in Millions,Interest owed by the federal government that has not been paid. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt,net_unamortized_mil_amt,CURRENCY,Net Unamortized Amount in Millions,The amount of total premiums outstanding less the amount that has already been amortized. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/schedules_fed_debt,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/schedules_fed_debt,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/schedules_fed_debt,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,debt_holder_type,STRING,Debt Holder Type,Indicates whether the debt is held by the public or part of intragovernmental holdings. ,TRUE
v1/accounting/od/schedules_fed_debt_fytd,security_class1_desc,STRING,Security Class 1 Description,Tier one of a two-tier hierarchy for categorizing federal debt.,FALSE
v1/accounting/od/schedules_fed_debt_fytd,security_class2_desc,STRING,Security Class 2 Description,Tier two of a two-tier hierarchy for categorizing federal debt.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,principal_mil_amt,CURRENCY,Principal Amount in Millions,Principal amount is the face value of federal debt. It is the amount borrowed or the amount still owed without interest. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt_fytd,accrued_int_payable_mil_amt,CURRENCY,Accrued Interest Payable Amount in Millions,Interest owed by the federal government that has not been paid. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt_fytd,net_unamortized_mil_amt,CURRENCY,Net Unamortized Amount in Millions,The amount of total premiums outstanding less the amount that has already been amortized. All figures are rounded to the nearest million.,FALSE
v1/accounting/od/schedules_fed_debt_fytd,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/schedules_fed_debt_fytd,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/rates_of_exchange,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/rates_of_exchange,country,STRING,Country,Country associated with a given exchange rate.,TRUE
v1/accounting/od/rates_of_exchange,currency,STRING,Currency,Currency associated with a given exchange rate.,TRUE
v1/accounting/od/rates_of_exchange,country_currency_desc,STRING,Country - Currency Description,Country and currency associated with a given exchange rate.,TRUE
v1/accounting/od/rates_of_exchange,exchange_rate,NUMBER,Exchange Rate,"Exchange rate at which any foreign currency unit will be valued, and reported at, against the U.S. Dollar.",TRUE
v1/accounting/od/rates_of_exchange,effective_date,DATE,Effective Date,The date that a given exchange rate took effect.,TRUE
v1/accounting/od/rates_of_exchange,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/rates_of_exchange,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/rates_of_exchange,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/rates_of_exchange,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/rates_of_exchange,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/rates_of_exchange,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/rates_of_exchange,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/debt_outstanding,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/debt_outstanding,debt_outstanding_amt,CURRENCY,Debt Outstanding Amount,The Total Debt Outstanding represents the face amount or principal amount of marketable and non-marketable securities currently outstanding. Total debt outstanding is expressed as of fiscal year end.,TRUE
v2/accounting/od/debt_outstanding,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where a data point can be found.  This can assist in structuring the data in a similar format to the published report and in understanding potential hierarchies within the table.,TRUE
v2/accounting/od/debt_outstanding,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
